instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_name,year_month
6916,2011-10-20,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430.0,469.0,Thursday,2011-10
6917,2011-10-20,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278.0,298.0,Thursday,2011-10
6918,2011-10-20,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207.0,241.0,Thursday,2011-10
6919,2011-10-20,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149.0,165.0,Thursday,2011-10
6920,2011-10-20,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106.0,128.0,Thursday,2011-10
6921,2011-10-20,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83.0,90.0,Thursday,2011-10
6922,2011-10-21,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42.0,50.0,Friday,2011-10
6923,2011-10-21,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19.0,26.0,Friday,2011-10
6924,2011-10-21,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12.0,18.0,Friday,2011-10
6925,2011-10-21,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7.0,7.0,Friday,2011-10
6926,2011-10-21,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6.0,6.0,Friday,2011-10
6927,2011-10-21,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31.0,31.0,Friday,2011-10
6928,2011-10-21,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78.0,85.0,Friday,2011-10
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228.0,233.0,Friday,2011-10
6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386.0,402.0,Friday,2011-10
6931,2011-10-21,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189.0,222.0,Friday,2011-10
6932,2011-10-21,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106.0,138.0,Friday,2011-10
6933,2011-10-21,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135.0,174.0,Friday,2011-10
6934,2011-10-21,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193.0,240.0,Friday,2011-10
6935,2011-10-21,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163.0,206.0,Friday,2011-10
6936,2011-10-21,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131.0,198.0,Friday,2011-10
6937,2011-10-21,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178.0,235.0,Friday,2011-10
6938,2011-10-21,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242.0,302.0,Friday,2011-10
6939,2011-10-21,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445.0,524.0,Friday,2011-10
6940,2011-10-21,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354.0,397.0,Friday,2011-10
6941,2011-10-21,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228.0,253.0,Friday,2011-10
6942,2011-10-21,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155.0,184.0,Friday,2011-10
6943,2011-10-21,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112.0,143.0,Friday,2011-10
6944,2011-10-21,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89.0,113.0,Friday,2011-10
6945,2011-10-21,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99.0,117.0,Friday,2011-10
6946,2011-10-22,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80.0,96.0,Saturday,2011-10
6947,2011-10-22,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50.0,70.0,Saturday,2011-10
6948,2011-10-22,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25.0,31.0,Saturday,2011-10
6949,2011-10-22,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19.0,20.0,Saturday,2011-10
6950,2011-10-22,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4.0,8.0,Saturday,2011-10
6951,2011-10-22,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1,7.0,8.0,Saturday,2011-10
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17.0,18.0,Saturday,2011-10
6953,2011-10-22,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49.0,57.0,Saturday,2011-10
6954,2011-10-22,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26,88.0,114.0,Saturday,2011-10
6955,2011-10-22,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122.0,169.0,Saturday,2011-10
6956,2011-10-22,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149.0,236.0,Saturday,2011-10
6957,2011-10-22,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172.0,282.0,Saturday,2011-10
6958,2011-10-22,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211.0,343.0,Saturday,2011-10
6959,2011-10-22,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,136,186.0,322.0,Saturday,2011-10
6960,2011-10-22,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177.0,310.0,Saturday,2011-10
6961,2011-10-22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223.0,382.0,Saturday,2011-10
6962,2011-10-22,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190.0,359.0,Saturday,2011-10
6963,2011-10-22,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217.0,360.0,Saturday,2011-10
6964,2011-10-22,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224.0,335.0,Saturday,2011-10
6965,2011-10-22,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,47,173.0,220.0,Saturday,2011-10
6966,2011-10-22,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48,111.0,159.0,Saturday,2011-10
6967,2011-10-22,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,37,120.0,157.0,Saturday,2011-10
6968,2011-10-22,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,30,114.0,144.0,Saturday,2011-10
6969,2011-10-22,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,27,81.0,108.0,Saturday,2011-10
6970,2011-10-23,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,24,64.0,88.0,Sunday,2011-10
6971,2011-10-23,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11,60.0,71.0,Sunday,2011-10
6972,2011-10-23,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40.0,50.0,Sunday,2011-10
6973,2011-10-23,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,15,31.0,46.0,Sunday,2011-10
6974,2011-10-23,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,5,1.0,6.0,Sunday,2011-10
6975,2011-10-23,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1,2.0,3.0,Sunday,2011-10
6976,2011-10-23,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12.0,12.0,Sunday,2011-10
6977,2011-10-23,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18.0,21.0,Sunday,2011-10
6978,2011-10-23,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56.0,88.0,Sunday,2011-10
6979,2011-10-23,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,48,95.0,143.0,Sunday,2011-10
6980,2011-10-23,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185.0,289.0,Sunday,2011-10
6981,2011-10-23,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202.0,333.0,Sunday,2011-10
6982,2011-10-23,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249.0,413.0,Sunday,2011-10
6983,2011-10-23,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255.0,415.0,Sunday,2011-10
6984,2011-10-23,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216.0,408.0,Sunday,2011-10
6985,2011-10-23,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216.0,387.0,Sunday,2011-10
6986,2011-10-23,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217.0,405.0,Sunday,2011-10
6987,2011-10-23,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220.0,340.0,Sunday,2011-10
6988,2011-10-23,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196.0,284.0,Sunday,2011-10
6989,2011-10-23,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,53,140.0,193.0,Sunday,2011-10
6990,2011-10-23,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112.0,144.0,Sunday,2011-10
6991,2011-10-23,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75.0,99.0,Sunday,2011-10
6992,2011-10-23,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69.0,94.0,Sunday,2011-10
6993,2011-10-23,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31.0,49.0,Sunday,2011-10
6994,2011-10-24,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,6,26.0,32.0,Monday,2011-10
6995,2011-10-24,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8.0,15.0,Monday,2011-10
6996,2011-10-24,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6.0,7.0,Monday,2011-10
6997,2011-10-24,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3.0,4.0,Monday,2011-10
6998,2011-10-24,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,1,5.0,6.0,Monday,2011-10
6999,2011-10-24,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,2,19.0,21.0,Monday,2011-10
7000,2011-10-24,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83.0,86.0,Monday,2011-10
7001,2011-10-24,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274.0,285.0,Monday,2011-10
7002,2011-10-24,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378.0,398.0,Monday,2011-10
7003,2011-10-24,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166.0,195.0,Monday,2011-10
7004,2011-10-24,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82.0,129.0,Monday,2011-10
7005,2011-10-24,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109.0,168.0,Monday,2011-10
7006,2011-10-24,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156.0,220.0,Monday,2011-10
7007,2011-10-24,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138.0,198.0,Monday,2011-10
7008,2011-10-24,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143.0,206.0,Monday,2011-10
7009,2011-10-24,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125.0,177.0,Monday,2011-10
7010,2011-10-24,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242.0,310.0,Monday,2011-10
7011,2011-10-24,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527.0,614.0,Monday,2011-10
7012,2011-10-24,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428.0,486.0,Monday,2011-10
7013,2011-10-24,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,25,212.0,237.0,Monday,2011-10
7014,2011-10-24,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118.0,129.0,Monday,2011-10
7015,2011-10-24,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114.0,126.0,Monday,2011-10
7016,2011-10-24,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76.0,79.0,Monday,2011-10
7017,2011-10-24,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50.0,59.0,Monday,2011-10
7018,2011-10-25,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26.0,30.0,Tuesday,2011-10
7019,2011-10-25,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6.0,11.0,Tuesday,2011-10
7020,2011-10-25,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3.0,5.0,Tuesday,2011-10
7021,2011-10-25,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,1,3.0,4.0,Tuesday,2011-10
7022,2011-10-25,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5.0,5.0,Tuesday,2011-10
7023,2011-10-25,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24.0,24.0,Tuesday,2011-10
7024,2011-10-25,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95.0,98.0,Tuesday,2011-10
7025,2011-10-25,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299.0,314.0,Tuesday,2011-10
7026,2011-10-25,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,25,383.0,408.0,Tuesday,2011-10
7027,2011-10-25,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194.0,223.0,Tuesday,2011-10
7028,2011-10-25,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102.0,128.0,Tuesday,2011-10
7029,2011-10-25,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120.0,166.0,Tuesday,2011-10
7030,2011-10-25,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165.0,200.0,Tuesday,2011-10
7031,2011-10-25,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161.0,198.0,Tuesday,2011-10
7032,2011-10-25,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134.0,200.0,Tuesday,2011-10
7033,2011-10-25,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171.0,234.0,Tuesday,2011-10
7034,2011-10-25,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233.0,285.0,Tuesday,2011-10
7035,2011-10-25,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517.0,585.0,Tuesday,2011-10
7036,2011-10-25,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453.0,518.0,Tuesday,2011-10
7037,2011-10-25,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294.0,338.0,Tuesday,2011-10
7038,2011-10-25,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208.0,248.0,Tuesday,2011-10
7039,2011-10-25,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169.0,201.0,Tuesday,2011-10
7040,2011-10-25,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148.0,170.0,Tuesday,2011-10
7041,2011-10-25,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79.0,94.0,Tuesday,2011-10
7042,2011-10-26,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28.0,32.0,Wednesday,2011-10
7043,2011-10-26,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9.0,12.0,Wednesday,2011-10
7044,2011-10-26,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1.0,3.0,Wednesday,2011-10
7045,2011-10-26,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3.0,3.0,Wednesday,2011-10
7046,2011-10-26,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5.0,5.0,Wednesday,2011-10
7047,2011-10-26,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21.0,21.0,Wednesday,2011-10
7048,2011-10-26,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92.0,92.0,Wednesday,2011-10
7049,2011-10-26,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284.0,299.0,Wednesday,2011-10
7050,2011-10-26,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438.0,464.0,Wednesday,2011-10
7051,2011-10-26,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226.0,240.0,Wednesday,2011-10
7052,2011-10-26,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105.0,131.0,Wednesday,2011-10
7053,2011-10-26,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132.0,155.0,Wednesday,2011-10
7054,2011-10-26,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155.0,194.0,Wednesday,2011-10
7055,2011-10-26,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62.0,82.0,Wednesday,2011-10
7056,2011-10-26,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52.0,66.0,Wednesday,2011-10
7057,2011-10-26,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,11,59.0,70.0,Wednesday,2011-10
7058,2011-10-26,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196.0,213.0,Wednesday,2011-10
7059,2011-10-26,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414.0,454.0,Wednesday,2011-10
7060,2011-10-26,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398.0,453.0,Wednesday,2011-10
7061,2011-10-26,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,25,306.0,331.0,Wednesday,2011-10
7062,2011-10-26,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,27,180.0,207.0,Wednesday,2011-10
7063,2011-10-26,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140.0,157.0,Wednesday,2011-10
7064,2011-10-26,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112.0,135.0,Wednesday,2011-10
7065,2011-10-26,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72.0,75.0,Wednesday,2011-10
7066,2011-10-27,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,3,23.0,26.0,Thursday,2011-10
7067,2011-10-27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,2,9.0,11.0,Thursday,2011-10
7068,2011-10-27,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,3,5.0,8.0,Thursday,2011-10
7069,2011-10-27,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,1,3.0,4.0,Thursday,2011-10
7070,2011-10-27,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,1,3.0,4.0,Thursday,2011-10
7071,2011-10-27,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14.0,15.0,Thursday,2011-10
7072,2011-10-27,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42.0,46.0,Thursday,2011-10
7073,2011-10-27,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128.0,137.0,Thursday,2011-10
7074,2011-10-27,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304.0,316.0,Thursday,2011-10
7075,2011-10-27,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155.0,171.0,Thursday,2011-10
7076,2011-10-27,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52.0,62.0,Thursday,2011-10
7077,2011-10-27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44.0,52.0,Thursday,2011-10
7078,2011-10-27,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45.0,53.0,Thursday,2011-10
7079,2011-10-27,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64.0,74.0,Thursday,2011-10
7080,2011-10-27,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,16,76.0,92.0,Thursday,2011-10
7081,2011-10-27,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95.0,107.0,Thursday,2011-10
7082,2011-10-27,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193.0,207.0,Thursday,2011-10
7083,2011-10-27,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291.0,322.0,Thursday,2011-10
7084,2011-10-27,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226.0,240.0,Thursday,2011-10
7085,2011-10-27,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200.0,219.0,Thursday,2011-10
7086,2011-10-27,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171.0,182.0,Thursday,2011-10
7087,2011-10-27,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119.0,132.0,Thursday,2011-10
7088,2011-10-27,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97.0,111.0,Thursday,2011-10
7089,2011-10-27,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60.0,68.0,Thursday,2011-10
7090,2011-10-28,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40.0,44.0,Friday,2011-10
7091,2011-10-28,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9.0,16.0,Friday,2011-10
7092,2011-10-28,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3.0,4.0,Friday,2011-10
7093,2011-10-28,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4.0,8.0,Friday,2011-10
7094,2011-10-28,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5.0,10.0,Friday,2011-10
7095,2011-10-28,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25.0,25.0,Friday,2011-10
7096,2011-10-28,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74.0,75.0,Friday,2011-10
7097,2011-10-28,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199.0,205.0,Friday,2011-10
7098,2011-10-28,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361.0,374.0,Friday,2011-10
7099,2011-10-28,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210.0,229.0,Friday,2011-10
7100,2011-10-28,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102.0,130.0,Friday,2011-10
7101,2011-10-28,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128.0,168.0,Friday,2011-10
7102,2011-10-28,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167.0,213.0,Friday,2011-10
7103,2011-10-28,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185.0,228.0,Friday,2011-10
7104,2011-10-28,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152.0,185.0,Friday,2011-10
7105,2011-10-28,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171.0,215.0,Friday,2011-10
7106,2011-10-28,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262.0,308.0,Friday,2011-10
7107,2011-10-28,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411.0,446.0,Friday,2011-10
7108,2011-10-28,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332.0,368.0,Friday,2011-10
7109,2011-10-28,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188.0,204.0,Friday,2011-10
7110,2011-10-28,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131.0,143.0,Friday,2011-10
7111,2011-10-28,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69.0,74.0,Friday,2011-10
7112,2011-10-28,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32.0,36.0,Friday,2011-10
7113,2011-10-28,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31.0,39.0,Friday,2011-10
7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19.0,19.0,Saturday,2011-10
7115,2011-10-29,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18.0,18.0,Saturday,2011-10
7116,2011-10-29,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16.0,17.0,Saturday,2011-10
7117,2011-10-29,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8.0,8.0,Saturday,2011-10
7118,2011-10-29,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1.0,2.0,Saturday,2011-10
7119,2011-10-29,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1.0,2.0,Saturday,2011-10
7120,2011-10-29,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1.0,5.0,Saturday,2011-10
7121,2011-10-29,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6.0,7.0,Saturday,2011-10
7122,2011-10-29,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16.0,20.0,Saturday,2011-10
7123,2011-10-29,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19.0,20.0,Saturday,2011-10
7124,2011-10-29,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12.0,12.0,Saturday,2011-10
7125,2011-10-29,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26.0,27.0,Saturday,2011-10
7126,2011-10-29,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44.0,50.0,Saturday,2011-10
7127,2011-10-29,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30.0,30.0,Saturday,2011-10
7128,2011-10-29,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29.0,29.0,Saturday,2011-10
7129,2011-10-29,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38.0,41.0,Saturday,2011-10
7130,2011-10-29,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19.0,22.0,Saturday,2011-10
7131,2011-10-29,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28.0,31.0,Saturday,2011-10
7132,2011-10-29,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37.0,43.0,Saturday,2011-10
7133,2011-10-29,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36.0,39.0,Saturday,2011-10
7134,2011-10-29,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40.0,47.0,Saturday,2011-10
